,date,store_nbr,sales
87136,2017-06-06,40,17203.953
87137,2017-06-06,41,11816.168
87138,2017-06-06,42,12089.177
87139,2017-06-06,43,14125.473
87140,2017-06-06,44,35931.96
87141,2017-06-06,45,34448.008
87142,2017-06-06,46,25136.988
87143,2017-06-06,47,33572.92
87144,2017-06-06,48,22092.697
87145,2017-06-06,49,32193.387
87147,2017-06-06,50,18277.191
87148,2017-06-06,51,18212.99
87149,2017-06-06,52,16061.16
87150,2017-06-06,53,9065.109
87151,2017-06-06,54,7030.726
87156,2017-06-07,1,14705.932
87167,2017-06-07,2,15921.31
87178,2017-06-07,3,41371.473
87189,2017-06-07,4,13894.363
87200,2017-06-07,5,9746.762
87206,2017-06-07,6,18757.379
87207,2017-06-07,7,27181.6
87208,2017-06-07,8,24061.611
87209,2017-06-07,9,16239.372
87157,2017-06-07,10,6846.673
87158,2017-06-07,11,19885.068
87159,2017-06-07,12,7363.248
87160,2017-06-07,13,7857.311
87161,2017-06-07,14,7511.381
87162,2017-06-07,15,8300.029
87163,2017-06-07,16,6009.06
87164,2017-06-07,17,13622.325
87165,2017-06-07,18,9616.77
87166,2017-06-07,19,8137.953
87168,2017-06-07,20,14564.116
87169,2017-06-07,21,12252.14
87170,2017-06-07,22,6321.838
87171,2017-06-07,23,7964.87
87172,2017-06-07,24,20061.008
87173,2017-06-07,25,7464.001
87174,2017-06-07,26,4325.756
87175,2017-06-07,27,15467.998
87176,2017-06-07,28,11005.36
87177,2017-06-07,29,9713.4795
87179,2017-06-07,30,4840.856
87180,2017-06-07,31,11001.182
87181,2017-06-07,32,2878.982
87182,2017-06-07,33,7723.94
87183,2017-06-07,34,9653.825
87184,2017-06-07,35,3720.765
87185,2017-06-07,36,8560.964
87186,2017-06-07,37,17113.734
87187,2017-06-07,38,13570.06
87188,2017-06-07,39,16246.346
87190,2017-06-07,40,20358.865
87191,2017-06-07,41,13432.558
87192,2017-06-07,42,14344.137
87193,2017-06-07,43,12807.57
87194,2017-06-07,44,47669.79
87195,2017-06-07,45,38884.32
87196,2017-06-07,46,29230.127
87197,2017-06-07,47,38292.688
87198,2017-06-07,48,20415.62
87199,2017-06-07,49,39596.176
87201,2017-06-07,50,19166.662
87202,2017-06-07,51,25120.104
87203,2017-06-07,52,23134.377
87204,2017-06-07,53,12070.61
87205,2017-06-07,54,6975.403
87210,2017-06-08,1,10373.042
87221,2017-06-08,2,12064.778
87232,2017-06-08,3,27897.5
87243,2017-06-08,4,9775.55
87254,2017-06-08,5,8641.382
87260,2017-06-08,6,12797.425
87261,2017-06-08,7,16589.994
87262,2017-06-08,8,16537.352
87263,2017-06-08,9,15378.002
87211,2017-06-08,10,5205.296
87212,2017-06-08,11,17642.316
87213,2017-06-08,12,7767.371
87214,2017-06-08,13,6990.667
87215,2017-06-08,14,9077.24
87216,2017-06-08,15,7852.983
87217,2017-06-08,16,7147.589
87218,2017-06-08,17,10650.621
87219,2017-06-08,18,10483.577
87220,2017-06-08,19,6750.046
87222,2017-06-08,20,10965.236
87223,2017-06-08,21,8616.328
87224,2017-06-08,22,5661.703
87225,2017-06-08,23,7625.883
87226,2017-06-08,24,15471.057
87227,2017-06-08,25,5316.0107
87228,2017-06-08,26,3447.8281
87229,2017-06-08,27,11573.836
87230,2017-06-08,28,12903.762
87231,2017-06-08,29,8312.154
87233,2017-06-08,30,5328.093
87234,2017-06-08,31,11577.388
87235,2017-06-08,32,3403.432
87236,2017-06-08,33,6764.324
87237,2017-06-08,34,9179.164
87238,2017-06-08,35,4729.395
87239,2017-06-08,36,9328.201
87240,2017-06-08,37,12341.049
87241,2017-06-08,38,10872.584
87242,2017-06-08,39,16791.717
87244,2017-06-08,40,12357.234
87245,2017-06-08,41,13294.444
87246,2017-06-08,42,10295.132
87247,2017-06-08,43,10059.638
87248,2017-06-08,44,32212.236
87249,2017-06-08,45,28341.232
87250,2017-06-08,46,24455.604
87251,2017-06-08,47,26368.447
87252,2017-06-08,48,18220.389
87253,2017-06-08,49,28571.885
87255,2017-06-08,50,16099.786
87256,2017-06-08,51,17124.082
87257,2017-06-08,52,14661.01
87258,2017-06-08,53,9386.335
87259,2017-06-08,54,5820.471
87264,2017-06-09,1,13456.415
87275,2017-06-09,2,14823.975
87286,2017-06-09,3,38637.363
87297,2017-06-09,4,11274.355
87308,2017-06-09,5,10215.55
87314,2017-06-09,6,15713.18
87315,2017-06-09,7,23839.607
87316,2017-06-09,8,22226.564
87317,2017-06-09,9,14304.947
87265,2017-06-09,10,4751.267
87266,2017-06-09,11,18854.13
87267,2017-06-09,12,7658.238
87268,2017-06-09,13,7071.884
87269,2017-06-09,14,10379.564
87270,2017-06-09,15,6762.286
87271,2017-06-09,16,5715.921
87272,2017-06-09,17,10405.567
87273,2017-06-09,18,8413.859
87274,2017-06-09,19,8348.715
87276,2017-06-09,20,12274.141
87277,2017-06-09,21,9028.985
87278,2017-06-09,22,5903.985
87279,2017-06-09,23,8315.246
87280,2017-06-09,24,19367.387
87281,2017-06-09,25,8293.554
87282,2017-06-09,26,5079.5103
87283,2017-06-09,27,11763.485
87284,2017-06-09,28,10541.671
87285,2017-06-09,29,8910.707
87287,2017-06-09,30,4480.078
87288,2017-06-09,31,11862.377
87289,2017-06-09,32,3758.958
87290,2017-06-09,33,10977.557
87291,2017-06-09,34,10946.913
87292,2017-06-09,35,4417.22
87293,2017-06-09,36,9916.113
87294,2017-06-09,37,13712.759
87295,2017-06-09,38,12069.743
87296,2017-06-09,39,14710.28
87298,2017-06-09,40,13946.37
87299,2017-06-09,41,10630.748
87300,2017-06-09,42,12048.282
87301,2017-06-09,43,11932.663
87302,2017-06-09,44,43178.94
87303,2017-06-09,45,41065.195
87304,2017-06-09,46,27666.625
87305,2017-06-09,47,40118.914
87306,2017-06-09,48,21075.076
87307,2017-06-09,49,38815.734
87309,2017-06-09,50,18288.479
87310,2017-06-09,51,28718.121
87311,2017-06-09,52,20330.922
87312,2017-06-09,53,10045.691
87313,2017-06-09,54,8070.315
87318,2017-06-10,1,11449.76
87329,2017-06-10,2,17691.602
87340,2017-06-10,3,43499.156
87351,2017-06-10,4,16138.072
87362,2017-06-10,5,10155.138
87368,2017-06-10,6,22561.748
87369,2017-06-10,7,19945.898
87370,2017-06-10,8,29645.287
87371,2017-06-10,9,22231.37
87319,2017-06-10,10,7945.692
87320,2017-06-10,11,21458.26
87321,2017-06-10,12,8412.335
87322,2017-06-10,13,8803.595
87323,2017-06-10,14,10712.389
87324,2017-06-10,15,9372.498
87325,2017-06-10,16,6269.6816
87326,2017-06-10,17,15073.567
87327,2017-06-10,18,13156.811
87328,2017-06-10,19,13362.145
87330,2017-06-10,20,19190.098
87331,2017-06-10,21,14390.801
87332,2017-06-10,22,7405.387
87333,2017-06-10,23,7699.5947
87334,2017-06-10,24,20645.18
87335,2017-06-10,25,8761.535
87336,2017-06-10,26,4136.054
87337,2017-06-10,27,16545.65
87338,2017-06-10,28,16610.52
87339,2017-06-10,29,13403.157
87341,2017-06-10,30,6456.8433
87342,2017-06-10,31,13670.535
87343,2017-06-10,32,6408.884
87344,2017-06-10,33,9646.637
87345,2017-06-10,34,11070.713
87346,2017-06-10,35,5056.024
87347,2017-06-10,36,11190.555
87348,2017-06-10,37,15989.915
87349,2017-06-10,38,17207.225
87350,2017-06-10,39,18685.568
87352,2017-06-10,40,16316.064
87353,2017-06-10,41,16330.88
87354,2017-06-10,42,15178.282
87355,2017-06-10,43,13461.818
87356,2017-06-10,44,60371.723
87357,2017-06-10,45,50247.297
87358,2017-06-10,46,44866.047
87359,2017-06-10,47,50547.062
87360,2017-06-10,48,33060.438
87361,2017-06-10,49,38661.51
87363,2017-06-10,50,28613.768
87364,2017-06-10,51,27356.531
87365,2017-06-10,52,23342.975
87366,2017-06-10,53,13534.514
87367,2017-06-10,54,9787.9
87372,2017-06-11,1,5825.818
87383,2017-06-11,2,22344.656
87394,2017-06-11,3,52053.35
87405,2017-06-11,4,22476.402
87416,2017-06-11,5,13186.962
87422,2017-06-11,6,29883.469
87423,2017-06-11,7,21616.33
87424,2017-06-11,8,30498.232
87425,2017-06-11,9,26731.506
87373,2017-06-11,10,7667.848
87374,2017-06-11,11,23876.08
87375,2017-06-11,12,9336.035
87376,2017-06-11,13,6799.218
87377,2017-06-11,14,8707.423
87378,2017-06-11,15,8387.816
87379,2017-06-11,16,9605.102
87380,2017-06-11,17,22753.95
87381,2017-06-11,18,16934.186
87382,2017-06-11,19,9976.928
87384,2017-06-11,20,28417.674
87385,2017-06-11,21,20622.521
87386,2017-06-11,22,7921.49
87387,2017-06-11,23,10352.235
87388,2017-06-11,24,19986.652
87389,2017-06-11,25,7096.73
87390,2017-06-11,26,6886.567
87391,2017-06-11,27,24993.664
87392,2017-06-11,28,29548.064
87393,2017-06-11,29,20087.857
87395,2017-06-11,30,6330.732
87396,2017-06-11,31,19789.568
87397,2017-06-11,32,5548.619
87398,2017-06-11,33,13060.178
87399,2017-06-11,34,11848.595
87400,2017-06-11,35,5448.264
87401,2017-06-11,36,15179.185
87402,2017-06-11,37,13155.485
87403,2017-06-11,38,17433.43
87404,2017-06-11,39,21656.605
87406,2017-06-11,40,15952.7
87407,2017-06-11,41,22813.863
87408,2017-06-11,42,17632.496
87409,2017-06-11,43,20481.568
87410,2017-06-11,44,70013.52
87411,2017-06-11,45,68058.35
87412,2017-06-11,46,56157.99
87413,2017-06-11,47,60353.95
87414,2017-06-11,48,45099.62
87415,2017-06-11,49,49846.324
87417,2017-06-11,50,31131.688
87418,2017-06-11,51,34311.87
87419,2017-06-11,52,27944.352
87420,2017-06-11,53,16734.984
87421,2017-06-11,54,23115.236
87426,2017-06-12,1,10798.441
87437,2017-06-12,2,13517.792
87448,2017-06-12,3,32890.215
87459,2017-06-12,4,11253.247
87470,2017-06-12,5,10266.561
87476,2017-06-12,6,15971.107
87477,2017-06-12,7,22040.195
87478,2017-06-12,8,19861.9
87479,2017-06-12,9,16506.361
87427,2017-06-12,10,6115.509
87428,2017-06-12,11,16178.324
87429,2017-06-12,12,7513.581
87430,2017-06-12,13,7460.851
87431,2017-06-12,14,7651.821
87432,2017-06-12,15,8395.59
87433,2017-06-12,16,9677.118
87434,2017-06-12,17,13101.861
87435,2017-06-12,18,9895.996
87436,2017-06-12,19,8541.776
87438,2017-06-12,20,11282.075
87439,2017-06-12,21,13241.671
87440,2017-06-12,22,6846.815
87441,2017-06-12,23,7794.0547
87442,2017-06-12,24,16676.338
87443,2017-06-12,25,5707.693
87444,2017-06-12,26,3874.145
87445,2017-06-12,27,15402.302
87446,2017-06-12,28,14300.464
87447,2017-06-12,29,10819.703
87449,2017-06-12,30,5076.199
87450,2017-06-12,31,11135.257
87451,2017-06-12,32,3741.259
87452,2017-06-12,33,9136.983
87453,2017-06-12,34,10020.217
87454,2017-06-12,35,5490.967
87455,2017-06-12,36,10798.111
87456,2017-06-12,37,12969.728
87457,2017-06-12,38,10640.659
87458,2017-06-12,39,19598.621
87460,2017-06-12,40,14750.252
87461,2017-06-12,41,12968.446
87462,2017-06-12,42,13175.383
87463,2017-06-12,43,13543.064
87464,2017-06-12,44,36862.227
87465,2017-06-12,45,36582.45
87466,2017-06-12,46,27711.518
87467,2017-06-12,47,33161.406
87468,2017-06-12,48,19192.684
87469,2017-06-12,49,34136.055
87471,2017-06-12,50,16755.742
87472,2017-06-12,51,19449.713
87473,2017-06-12,52,16846.791
87474,2017-06-12,53,9200.998
87475,2017-06-12,54,11821.5205
87480,2017-06-13,1,10801.989
87491,2017-06-13,2,12925.682
87502,2017-06-13,3,30378.506
87513,2017-06-13,4,9851.567
87524,2017-06-13,5,8255.278
87530,2017-06-13,6,14403.269
87531,2017-06-13,7,20265.21
87532,2017-06-13,8,19414.24
87533,2017-06-13,9,17226.111
87481,2017-06-13,10,6201.743
87482,2017-06-13,11,18445.49
87483,2017-06-13,12,7216.838
87484,2017-06-13,13,5704.847
87485,2017-06-13,14,8446.239
87486,2017-06-13,15,8401.053
87487,2017-06-13,16,5227.009
87488,2017-06-13,17,17277.797
87489,2017-06-13,18,12774.519
87490,2017-06-13,19,7958.583
87492,2017-06-13,20,12255.583
87493,2017-06-13,21,11336.627
87494,2017-06-13,22,6074.338
87495,2017-06-13,23,7973.071
87496,2017-06-13,24,14998.13
87497,2017-06-13,25,4738.162
87498,2017-06-13,26,3176.928
87499,2017-06-13,27,11936.939
87500,2017-06-13,28,15304.329
87501,2017-06-13,29,12576.286
87503,2017-06-13,30,6187.245
87504,2017-06-13,31,12150.363
87505,2017-06-13,32,3725.597
87506,2017-06-13,33,9490.645
87507,2017-06-13,34,9367.895
87508,2017-06-13,35,4361.003
87509,2017-06-13,36,12593.201
87510,2017-06-13,37,12774.242
87511,2017-06-13,38,9989.096
87512,2017-06-13,39,22062.854
87514,2017-06-13,40,14698.027
87515,2017-06-13,41,11229.296
87516,2017-06-13,42,10122.476
87517,2017-06-13,43,12098.385
87518,2017-06-13,44,34285.742
87519,2017-06-13,45,32744.8
87520,2017-06-13,46,24056.336
87521,2017-06-13,47,29013.951
87522,2017-06-13,48,17246.533
87523,2017-06-13,49,29706.17
87525,2017-06-13,50,17555.623
87526,2017-06-13,51,18315.389
87527,2017-06-13,52,15987.104
87528,2017-06-13,53,8842.048
87529,2017-06-13,54,9262.571
87534,2017-06-14,1,14891.53
87545,2017-06-14,2,14028.796
87556,2017-06-14,3,38602.85
87567,2017-06-14,4,13313.619
87578,2017-06-14,5,9403.441
87584,2017-06-14,6,16842.504
87585,2017-06-14,7,23679.158
87586,2017-06-14,8,23959.746
87587,2017-06-14,9,13534.037
87535,2017-06-14,10,5127.702
87536,2017-06-14,11,16485.074
87537,2017-06-14,12,8025.728
87538,2017-06-14,13,6375.742
87539,2017-06-14,14,8908.948
87540,2017-06-14,15,8612.095
87541,2017-06-14,16,7075.158
87542,2017-06-14,17,12221.104
87543,2017-06-14,18,8328.441
87544,2017-06-14,19,7374.1553
87546,2017-06-14,20,10204.036
87547,2017-06-14,21,9411.429
87548,2017-06-14,22,5471.305
87549,2017-06-14,23,8813.027
87550,2017-06-14,24,20506.086
87551,2017-06-14,25,6585.833
87552,2017-06-14,26,4180.544
87553,2017-06-14,27,16110.304
87554,2017-06-14,28,11867.426
87555,2017-06-14,29,9129.081
87557,2017-06-14,30,5475.928
87558,2017-06-14,31,8976.568
87559,2017-06-14,32,3207.677
87560,2017-06-14,33,8041.014
87561,2017-06-14,34,9019.98
87562,2017-06-14,35,3859.074
87563,2017-06-14,36,8792.906
87564,2017-06-14,37,15659.127
87565,2017-06-14,38,12647.93
87566,2017-06-14,39,19891.074
87568,2017-06-14,40,14639.913
87569,2017-06-14,41,13075.976
87570,2017-06-14,42,14165.603
87571,2017-06-14,43,10904.113
87572,2017-06-14,44,41818.066
87573,2017-06-14,45,36059.074
87574,2017-06-14,46,24055.516
87575,2017-06-14,47,34175.723
87576,2017-06-14,48,17192.389
87577,2017-06-14,49,36917.45
87579,2017-06-14,50,17403.705
87580,2017-06-14,51,25822.523
87581,2017-06-14,52,22800.7
87582,2017-06-14,53,12536.741
87583,2017-06-14,54,9678.242
87588,2017-06-15,1,11433.403
87599,2017-06-15,2,11365.537
87610,2017-06-15,3,29156.25
87621,2017-06-15,4,10163.051
87632,2017-06-15,5,8928.369
87638,2017-06-15,6,13151.44
87639,2017-06-15,7,18491.072
87640,2017-06-15,8,18143.793
87641,2017-06-15,9,14632.104
87589,2017-06-15,10,5407.697
87590,2017-06-15,11,16935.16
87591,2017-06-15,12,6317.653
87592,2017-06-15,13,6526.279
87593,2017-06-15,14,6818.927
87594,2017-06-15,15,6645.418
87595,2017-06-15,16,4525.58
87596,2017-06-15,17,10005.787
87597,2017-06-15,18,9057.221
87598,2017-06-15,19,7385.335
87600,2017-06-15,20,11835.322
87601,2017-06-15,21,7824.124
87602,2017-06-15,22,5363.954
87603,2017-06-15,23,7947.991
87604,2017-06-15,24,15654.248
87605,2017-06-15,25,5642.495
87606,2017-06-15,26,4202.805
87607,2017-06-15,27,11681.847
87608,2017-06-15,28,11749.939
87609,2017-06-15,29,10061.33
87611,2017-06-15,30,4965.431
87612,2017-06-15,31,11050.5625
87613,2017-06-15,32,3660.327
87614,2017-06-15,33,7165.1973
87615,2017-06-15,34,8678.036
87616,2017-06-15,35,4711.249
87617,2017-06-15,36,9842.054
87618,2017-06-15,37,11986.614
87619,2017-06-15,38,10043.591
87620,2017-06-15,39,11265.764
87622,2017-06-15,40,11239.0625
87623,2017-06-15,41,10547.249
87624,2017-06-15,42,10028.188
87625,2017-06-15,43,11496.261
87626,2017-06-15,44,33581.082
87627,2017-06-15,45,28071.322
87628,2017-06-15,46,23830.46
87629,2017-06-15,47,27858.248
87630,2017-06-15,48,17929.441
87631,2017-06-15,49,29027.32
87633,2017-06-15,50,15906.952
87634,2017-06-15,51,18345.248
87635,2017-06-15,52,16658.39
87636,2017-06-15,53,8889.541
87637,2017-06-15,54,6506.621
87642,2017-06-16,1,12456.525
87653,2017-06-16,2,16455.254
87664,2017-06-16,3,40577.38
87675,2017-06-16,4,12637.463
87686,2017-06-16,5,10187.251
87692,2017-06-16,6,17961.375
87693,2017-06-16,7,24192.848
87694,2017-06-16,8,25477.4
87695,2017-06-16,9,14337.031
87643,2017-06-16,10,5120.139
87644,2017-06-16,11,16250.168
87645,2017-06-16,12,7624.754
87646,2017-06-16,13,4756.522
87647,2017-06-16,14,6036.06
87648,2017-06-16,15,6823.017
87649,2017-06-16,16,7011.266
87650,2017-06-16,17,11421.406
87651,2017-06-16,18,8752.355
87652,2017-06-16,19,7822.399
87654,2017-06-16,20,12022.116
87655,2017-06-16,21,8117.62
87656,2017-06-16,22,5155.146
87657,2017-06-16,23,8415.719
87658,2017-06-16,24,20899.7
87659,2017-06-16,25,7386.881
87660,2017-06-16,26,5695.648
87661,2017-06-16,27,14586.96
87662,2017-06-16,28,11292.462
87663,2017-06-16,29,9328.2
87665,2017-06-16,30,5132.989
87666,2017-06-16,31,11539.729
87667,2017-06-16,32,3841.395
87668,2017-06-16,33,7620.861
87669,2017-06-16,34,11775.459
87670,2017-06-16,35,4934.8438
87671,2017-06-16,36,9534.052
87672,2017-06-16,37,14487.654
87673,2017-06-16,38,13277.654
87674,2017-06-16,39,13357.06
87676,2017-06-16,40,12145.499
87677,2017-06-16,41,13950.888
87678,2017-06-16,42,13345.633
87679,2017-06-16,43,11169.844
87680,2017-06-16,44,48502.527
87681,2017-06-16,45,46805.97
87682,2017-06-16,46,29148.865
87683,2017-06-16,47,41309.234
87684,2017-06-16,48,22818.697
87685,2017-06-16,49,44253.297
87687,2017-06-16,50,21381.688
87688,2017-06-16,51,30187.64
87689,2017-06-16,52,22425.545
87690,2017-06-16,53,12498.094
87691,2017-06-16,54,10540.25
87696,2017-06-17,1,12414.342
87707,2017-06-17,2,20678.691
87718,2017-06-17,3,51942.523
87729,2017-06-17,4,17348.62
87740,2017-06-17,5,11257.047
87746,2017-06-17,6,23208.621
87747,2017-06-17,7,23088.553
87748,2017-06-17,8,31689.69
87749,2017-06-17,9,22729.537
87697,2017-06-17,10,7415.896
87698,2017-06-17,11,20415.031
87699,2017-06-17,12,8620.445
87700,2017-06-17,13,7831.2188
87701,2017-06-17,14,9698.092
87702,2017-06-17,15,8818.928
87703,2017-06-17,16,7351.301
87704,2017-06-17,17,15794.159
87705,2017-06-17,18,13092.181
87706,2017-06-17,19,14596.114
87708,2017-06-17,20,17651.432
87709,2017-06-17,21,14632.33
87710,2017-06-17,22,7317.218
87711,2017-06-17,23,9988.269
87712,2017-06-17,24,24199.121
87713,2017-06-17,25,8904.658
87714,2017-06-17,26,6584.259
87715,2017-06-17,27,20013.28
87716,2017-06-17,28,18636.951
87717,2017-06-17,29,15337.491
87719,2017-06-17,30,7002.495
87720,2017-06-17,31,16725.057
87721,2017-06-17,32,5125.766
87722,2017-06-17,33,11555.52
87723,2017-06-17,34,14629.888
87724,2017-06-17,35,5823.162
87725,2017-06-17,36,11276.401
87726,2017-06-17,37,17497.81
87727,2017-06-17,38,18094.223
87728,2017-06-17,39,19309.424
87730,2017-06-17,40,17983.865
87731,2017-06-17,41,18683.49
87732,2017-06-17,42,17609.29
87733,2017-06-17,43,16879.305
87734,2017-06-17,44,66231.94
87735,2017-06-17,45,57285.49
87736,2017-06-17,46,44030.703
87737,2017-06-17,47,57480.96
87738,2017-06-17,48,31974.973
87739,2017-06-17,49,49865.516
87741,2017-06-17,50,28364.973
87742,2017-06-17,51,33301.887
87743,2017-06-17,52,29671.574
87744,2017-06-17,53,17316.484
87745,2017-06-17,54,11157.363
87750,2017-06-18,1,4957.632
87761,2017-06-18,2,18377.64
87772,2017-06-18,3,39098.59
87783,2017-06-18,4,18026.145
87794,2017-06-18,5,11060.825
87800,2017-06-18,6,24905.434
87801,2017-06-18,7,17728.842
87802,2017-06-18,8,25452.396
87803,2017-06-18,9,20734.031
87751,2017-06-18,10,5840.099
87752,2017-06-18,11,22684.293
87753,2017-06-18,12,8020.561
87754,2017-06-18,13,6152.886
87755,2017-06-18,14,5841.346
87756,2017-06-18,15,6527.581
87757,2017-06-18,16,8137.917
87758,2017-06-18,17,16832.549
87759,2017-06-18,18,11813.145
87760,2017-06-18,19,8648.067
87762,2017-06-18,20,18652.53
87763,2017-06-18,21,16858.139
87764,2017-06-18,22,7084.648
87765,2017-06-18,23,10111.774
87766,2017-06-18,24,16488.266
87767,2017-06-18,25,6358.1797
87768,2017-06-18,26,6444.3223
87769,2017-06-18,27,19570.68
87770,2017-06-18,28,21408.979
87771,2017-06-18,29,15776.777
87773,2017-06-18,30,5661.451
87774,2017-06-18,31,14954.934
87775,2017-06-18,32,4592.21
87776,2017-06-18,33,10773.071
87777,2017-06-18,34,11182.732
87778,2017-06-18,35,5977.403
87779,2017-06-18,36,12783.223
87780,2017-06-18,37,11522.037
87781,2017-06-18,38,26689.469
87782,2017-06-18,39,15897.074
87784,2017-06-18,40,13623.952
87785,2017-06-18,41,16844.74
87786,2017-06-18,42,14802.43
87787,2017-06-18,43,17944.693
87788,2017-06-18,44,51498.848
87789,2017-06-18,45,50023.746
87790,2017-06-18,46,39400.844
87791,2017-06-18,47,46159.094
87792,2017-06-18,48,33394.66
87793,2017-06-18,49,36714.543
87795,2017-06-18,50,26516.213
87796,2017-06-18,51,23786.48
87797,2017-06-18,52,23362.807
87798,2017-06-18,53,14689.302
87799,2017-06-18,54,16753.893
87804,2017-06-19,1,11907.839
87815,2017-06-19,2,13806.023
87826,2017-06-19,3,34196.258
87837,2017-06-19,4,12214.3
87848,2017-06-19,5,9628.443
87854,2017-06-19,6,18004.28
87855,2017-06-19,7,23572.295
87856,2017-06-19,8,20827.344
87857,2017-06-19,9,16337.191
87805,2017-06-19,10,5753.31
87806,2017-06-19,11,19454.67
87807,2017-06-19,12,7911.279
87808,2017-06-19,13,6870.661
87809,2017-06-19,14,7977.796
87810,2017-06-19,15,7852.669
87811,2017-06-19,16,6508.924
87812,2017-06-19,17,14203.128
87813,2017-06-19,18,12041.94
87814,2017-06-19,19,8976.463
87816,2017-06-19,20,13153.483
87817,2017-06-19,21,12785.594
87818,2017-06-19,22,6493.749
87819,2017-06-19,23,8542.131
87820,2017-06-19,24,17334.65
87821,2017-06-19,25,5983.207
87822,2017-06-19,26,5356.712
87823,2017-06-19,27,17166.89
87824,2017-06-19,28,13885.668
87825,2017-06-19,29,12368.621
87827,2017-06-19,30,6080.293
87828,2017-06-19,31,12457.382
87829,2017-06-19,32,3860.363
87830,2017-06-19,33,8918.549
87831,2017-06-19,34,10418.886
87832,2017-06-19,35,4978.284
87833,2017-06-19,36,10062.234
87834,2017-06-19,37,14088.801
87835,2017-06-19,38,10161.974
87836,2017-06-19,39,15801.062
87838,2017-06-19,40,16041.009
87839,2017-06-19,41,13602.602
87840,2017-06-19,42,11952.863
87841,2017-06-19,43,13715.288
87842,2017-06-19,44,41468.74
87843,2017-06-19,45,35619.81
87844,2017-06-19,46,27851.984
87845,2017-06-19,47,33056.42
87846,2017-06-19,48,20514.354
87847,2017-06-19,49,35404.156
87849,2017-06-19,50,17465.96
87850,2017-06-19,51,21988.062
87851,2017-06-19,52,16150.162
87852,2017-06-19,53,10353.796
87853,2017-06-19,54,8017.838
87858,2017-06-20,1,13910.833
87869,2017-06-20,2,14632.863
87880,2017-06-20,3,32398.725
87891,2017-06-20,4,11304.662
87902,2017-06-20,5,9370.727
87908,2017-06-20,6,15674.248
87909,2017-06-20,7,19969.256
87910,2017-06-20,8,19633.877
87911,2017-06-20,9,17939.488
87859,2017-06-20,10,6433.8
87860,2017-06-20,11,18042.906
87861,2017-06-20,12,7758.623
87862,2017-06-20,13,5905.292
87863,2017-06-20,14,7953.68
87864,2017-06-20,15,10220.924
87865,2017-06-20,16,6641.932
87866,2017-06-20,17,15583.725
87867,2017-06-20,18,12339.109
87868,2017-06-20,19,8646.816
87870,2017-06-20,20,11662.285
87871,2017-06-20,21,11788.802
87872,2017-06-20,22,5632.759
87873,2017-06-20,23,8337.594
87874,2017-06-20,24,18233.016
87875,2017-06-20,25,5498.8037
87876,2017-06-20,26,3703.4312
87877,2017-06-20,27,13534.979
87878,2017-06-20,28,16361.883
87879,2017-06-20,29,13596.864
87881,2017-06-20,30,7936.175
87882,2017-06-20,31,14931.129
87883,2017-06-20,32,3527.407
87884,2017-06-20,33,12597.061
87885,2017-06-20,34,9956.099
87886,2017-06-20,35,5403.77
87887,2017-06-20,36,13762.232
87888,2017-06-20,37,12820.926
87889,2017-06-20,38,10202.78
87890,2017-06-20,39,16087.386
87892,2017-06-20,40,15349.15
87893,2017-06-20,41,13979.051
87894,2017-06-20,42,10681.884
87895,2017-06-20,43,14690.5625
87896,2017-06-20,44,37406.35
87897,2017-06-20,45,36011.99
87898,2017-06-20,46,26668.943
87899,2017-06-20,47,43439.18
87900,2017-06-20,48,19532.098
87901,2017-06-20,49,29885.068
87903,2017-06-20,50,17209.625
87904,2017-06-20,51,18771.09
87905,2017-06-20,52,16051.271
87906,2017-06-20,53,9542.141
87907,2017-06-20,54,8171.45
87912,2017-06-21,1,13682.952
87923,2017-06-21,2,14650.555
87934,2017-06-21,3,37011.934
87945,2017-06-21,4,13041.495
87956,2017-06-21,5,9648.535
87962,2017-06-21,6,17865.299
87963,2017-06-21,7,24784.625
87964,2017-06-21,8,23219.623
87965,2017-06-21,9,13677.421
87913,2017-06-21,10,4946.314
87914,2017-06-21,11,15696.2705
87915,2017-06-21,12,7706.449
87916,2017-06-21,13,5619.266
87917,2017-06-21,14,6022.073
87918,2017-06-21,15,7245.506
87919,2017-06-21,16,4358.157
87920,2017-06-21,17,11851.003
87921,2017-06-21,18,8868.531
87922,2017-06-21,19,7459.617
87924,2017-06-21,20,10725.539
87925,2017-06-21,21,9794.715
87926,2017-06-21,22,5105.858
87927,2017-06-21,23,8674.16
87928,2017-06-21,24,21053.49
87929,2017-06-21,25,7716.1
87930,2017-06-21,26,4722.787
87931,2017-06-21,27,15448.67
87932,2017-06-21,28,10865.014
87933,2017-06-21,29,9204.695
87935,2017-06-21,30,5144.397
87936,2017-06-21,31,10293.471
87937,2017-06-21,32,3425.052
87938,2017-06-21,33,7769.288
87939,2017-06-21,34,8936.059
87940,2017-06-21,35,3245.7651
87941,2017-06-21,36,9119.734
87942,2017-06-21,37,15883.717
87943,2017-06-21,38,14594.56
87944,2017-06-21,39,13965.632
87946,2017-06-21,40,13283.507
87947,2017-06-21,41,11525.773
87948,2017-06-21,42,13936.308
87949,2017-06-21,43,11123.384
87950,2017-06-21,44,41859.62
87951,2017-06-21,45,36588.68
87952,2017-06-21,46,27029.938
87953,2017-06-21,47,30011.07
87954,2017-06-21,48,18426.963
87955,2017-06-21,49,37119.58
87957,2017-06-21,50,18008.855
